315381.4585429131	4071655.4382078066
315381.2921227879	4071655.1754026734
315380.8020279496	4071654.3978892528
315380.0902793468	4071653.2810640084
315379.06785987096	4071651.8379520085
315378.00033179915	4071650.373615222
315377.37515151454	4071649.5435222485
315377.0073277869	4071649.051969058
315376.659274725	4071648.6487895967
315376.16457193234	4071648.071178821
315375.577973082	4071647.3734535333
315375.577973082	4071646.4561450672
315374.8794674792	4071646.4561450672
315374.04155820434	4071645.2865475877
315373.1100732045	4071643.919170904
315372.0948977572	4071642.398201893
315370.99699145905	4071640.7680204525
315369.83444554696	4071639.0393355447
315368.8281946875	4071637.518173875
315367.9415765146	4071636.160927593
315367.02842088696	4071634.8153554136
315366.1977556894	4071633.567900855
315366.1977556894	4071632.4407538297
315365.45006084035	4071632.4407538297
315364.7117713712	4071631.335603777
315364.7117713712	4071630.066345533
315363.8627742439	4071630.066345533
315363.8627742439	4071628.665877983
315362.92164058506	4071628.665877983
315361.9522898929	4071627.1994197983
315361.0799220601	4071625.6753636254
315360.4254182463	4071623.9023926784
315360.4254182463	4071622.5134990565
315359.97567771847	4071622.5134990565
315359.74730429106	4071621.8635286326
315359.74730429106	4071621.47810018
315359.48274808587	4071621.192140377
315359.2442491924	4071620.486888157
315358.8984497458	4071619.362150504
315358.5502508483	4071618.1264631986
315358.5502508483	4071616.9014848233
315358.2201432465	4071616.9014848233
315357.81263132393	4071615.4006765103
315357.4808439756	4071614.098033394
315357.28505388927	4071613.3030563626
315357.0711723794	4071612.4973704177
315356.8452459024	4071611.5476429486
315356.5889431075	4071610.4320700727
315356.28513232974	4071609.1843227483
315355.9528647027	4071607.8594897534
315355.6184375273	4071606.4348020754
315355.26375938556	4071604.899550804
315354.9657547911	4071603.5073759328
315354.9657547911	4071602.9095989666
315354.8988116238	4071602.476509232
315355.04704595625	4071601.4853897076
315355.17622915085	4071600.4391814154
315355.18688242935	4071600.1059463774
315354.9326907083	4071599.5009350153
315354.9326907083	4071598.6107360316
315354.52052288	4071598.6107360316
315353.96966999327	4071597.501533189
315353.24975559	4071596.0074811094
315352.70614854054	4071594.8204205474
315352.3960025996	4071594.105617774
315352.0581195933	4071593.347014244
315351.7192767559	4071592.544030859
315351.3150742795	4071591.6092591197
315350.7396506253	4071590.18978348
315350.2749350129	4071588.9344159644
315349.9489045058	4071587.898052292
315349.6482115162	4071586.7945397333
315349.34631872736	4071585.6355523537
315348.9721077451	4071584.0230226205
315348.6162280595	4071582.432296765
315348.24225679494	4071580.8308620253
315347.8116115135	4071579.086350956
315347.4376400014	4071577.484916248
315347.0414501005	4071576.0948650157
315346.5536029194	4071574.5957945017
315346.01968704024	4071573.031119402
315345.41508467065	4071571.501273529
315344.80107643025	4071569.9494307986
315344.23361647356	4071568.485382642
315343.70209939685	4071567.0316573274
315343.21641080757	4071565.632441674
315343.21641080757	4071564.3435965823
315342.7598989476	4071564.3435965823
315342.3108730222	4071562.987988679
315341.84183581674	4071561.5329121845
315341.3605133198	4071559.9226992344
315340.94287093653	4071558.3666098467
315340.6607949119	4071556.8852896085
315340.5350637946	4071555.2007852406
315340.4510821374	4071553.382176082
315340.4138415976	4071552.0731631774
315340.4083700619	4071551.407272198
315340.4166234307	4071550.963087489
315340.41863796377	4071550.230433676
315340.44963693386	4071549.1863486595
315340.5040539368	4071547.986355002
315340.6183120472	4071546.662965437
315340.8430866402	4071545.0818821355
315341.2596223174	4071543.6964543695
315341.9627436119	4071542.349229216
315342.8255697914	4071540.954149569
315343.6987617713	4071539.625446776
315344.6370741127	4071538.417437446
315345.61372937815	4071537.3307007058
315346.63645361253	4071536.309568708
315347.83721438056	4071535.2623862424
315349.0572667201	4071534.281387685
315350.1909405262	4071533.4354592045
315351.24620176974	4071532.680027873
315352.31206857925	4071532.002068404
315353.23920148227	4071531.5158119234
315354.2744039862	4071531.0716190888
315355.33542429423	4071530.5824674475
315356.5134400292	4071530.13518649
315357.8258229566	4071529.707200287
315359.05086729454	4071529.3699042224
315360.25177348097	4071529.1552320127
315361.47005149664	4071528.917984006
315362.72571230074	4071528.7576288595
315364.1890661185	4071528.703784176
315365.7542027148	4071528.8142410545
315366.7739048814	4071528.892092157
315367.26578436606	4071528.925856297
315367.74005213386	4071528.971101455
315368.4480704938	4071529.088993086
315369.63035656675	4071529.2521300362
315370.8934547396	4071529.4357199967
315371.98648256063	4071529.60078736
315373.1699680223	4071529.819399619
315374.533169225	4071530.089626753
315375.9950340869	4071530.379920989
315377.510453708	4071530.6690574596
315378.4353301886	4071530.9043624676
315379.064455303	4071531.090561765
315379.5852711336	4071531.2236022847
315380.20379106887	4071531.3323299144
315381.04689567874	4071531.5028024083
315381.8998856608	4071531.717461844
315383.02088982257	4071531.9374264306
315384.5266633592	4071532.1934722285
315386.0514878842	4071532.5046071247
315387.8354006582	4071532.8212404964
315389.8431781825	4071533.16633439
315391.3764483188	4071533.4550873046
315392.71263088874	4071533.7148012966
315394.12069960136	4071533.9951615436
315395.5017509011	4071534.265006006
315396.82900737517	4071534.5249136155
315398.2570863046	4071534.904743245
315399.7988018122	4071535.1711147404
315401.48500923545	4071535.5120636206
315403.22309223213	4071535.774190227
315405.1326843711	4071536.1214103973
315406.9358862717	4071536.504231538
315408.3362274491	4071536.8402618854
315409.62777980114	4071537.100943334
315410.3184248281	4071537.241414255
