302450.0753178095	4123692.1276882645
302450.1971757142	4123692.402375035
302450.4090543516	4123692.7304541906
302450.56587600824	4123693.124483234
302450.8064581882	4123693.3983348934
302450.97215133	4123693.649785704
302451.2080331282	4123693.866278179
302451.64065484935	4123694.1447537495
302451.90471791336	4123694.427196123
302451.8942865215	4123694.7383026998
302452.072245791	4123695.1337932255
302452.2128911198	4123695.4524466107
302452.3629302025	4123695.7930832943
302452.4868770161	4123696.1565383854
302452.6888394611	4123696.4404422264
302452.882713774	4123696.7578429566
302453.03144717	4123697.0429994697
302453.18044168316	4123697.3392520207
302453.27699055243	4123697.670045343
302453.382672044	4123698.0117259263
302453.7166624479	4123698.248113994
302453.9199304405	4123698.5874980427
302454.1519019366	4123699.0150240595
302454.3974383916	4123699.264595949
302454.5900069495	4123699.526516533
302454.6429816181	4123699.891641858
302454.7666671614	4123700.244000942
302455.02446969826	4123700.637612545
302455.25487433624	4123700.9985623714
302455.5272863264	4123701.2586040013
302455.7391645546	4123701.586683279
302455.958869768	4123701.870169642
302456.1543105917	4123702.2541466597
302456.3132209105	4123702.5945746307
302456.53344832815	4123702.9002530808
302456.6654830063	4123703.230211342
302456.7406329621	4123703.526463951
302456.9180696026	4123703.7793762814
302457.04932088463	4123704.0760464403
302457.2171026348	4123704.416265653
302457.365313519	4123704.6792301605
302457.54953262303	4123704.9635516526
302457.734796204	4123705.2922572927
302457.95528462785	4123705.6090318123
302458.17655640177	4123705.9590944466
302458.3247672332	4123706.222058969
302458.5019426313	4123706.584261506
302458.7138206229	4123706.912340853
302458.8450718005	4123707.209011034
302459.0843476057	4123707.569752183
302459.2782214483	4123707.887153047
302459.4817501295	4123708.237633255
302459.69415028696	4123708.5879046954
302459.9065504265	4123708.9381761397
302460.1012075689	4123709.288865131
302460.29586469615	4123709.6395541243
302460.4993932976	4123709.990034353
302460.7125767303	4123710.3735939283
302460.9163664173	4123710.7351702014
302461.12902757607	4123711.09653771
302461.2861097233	4123711.3592935097
302461.49016048416	4123711.7319658343
302461.6673356464	4123712.0941684297
302461.88078009547	4123712.4888240667
302462.10257377836	4123712.8610788668
302462.3246285599	4123713.244429707
302462.4817106342	4123713.507185527
302462.6761064598	4123713.846778535
302462.80579070747	4123714.208354851
302463.0187128277	4123714.4493361423
302463.2131086111	4123714.7889291607
302463.3527087803	4123715.063198567
302463.5562371381	4123715.413678861
302463.7425447437	4123715.786768768
302463.94581195456	4123716.126153033
302464.1498624963	4123716.4988254146
302464.2980729763	4123716.7617900306
302464.49299089145	4123717.1235751496
302464.6970413865	4123717.496247542
302464.90135297866	4123717.8800159753
302465.0498245291	4123718.154076641
302465.18916347506	4123718.55982839
302465.3373738942	4123718.822584259
302465.55995061924	4123719.08575766
302465.7172936087	4123719.3596095704
302465.8655039967	4123719.6225742125
302466.0225858545	4123719.8853300936
302466.18932251947	4123720.1811653203
302466.35527583706	4123720.4437124413
302466.5040084128	4123720.728869165
302466.6976205914	4123721.0351741463
302466.83774278127	4123721.3316356763
302466.9950856919	4123721.605487609
302467.1432960039	4123721.86845227
302467.3006388971	4123722.142304207
302467.4579817795	4123722.4161561485
